,player_id,name,current_club_id,date_of_birth,position,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,last_season,year_of_birth,age,year,total_goals,total_yellow_cards,total_red_cards,total_minutes_played,total_assists,total_games_played,performance_career,total_goals_cur_club,total_yellow_cards_cur_club,total_red_cards_cur_club,total_minutes_played_cur_club,total_assists_cur_club,total_goals_2022,total_yellow_cards_2022,total_red_cards_2022,total_minutes_played_2022,total_assists_2022,games_played_2022,performance_2022,total_goals_2020,total_yellow_cards_2020,total_red_cards_2020,total_minutes_played_2020,total_assists_2020,games_played_2020,performance_2020,improved_performance,raw_performance_score,normalised_performance_score
0,18644,Álvaro Negredo,2687,1985-08-20,Attack,1200000.0,27000000.0,2023-06-30,2022,1985,37,9,59,25,0,14093,30,244,1463.4258196721314,7,3,0,2065,4,17,7,0,4280,7,73,447.66301369863015,10,4,0,2215,3,40,234.5875,1,1637.9165520056326,23.760548510904883
1,70114,Anton Zabolotnyi,2410,1991-06-13,Attack,1200000.0,2500000.0,2024-06-30,2022,1991,31,6,30,21,0,9255,20,157,960.0449044585988,0,1,0,916,2,12,7,0,3224,6,54,338.52037037037036,12,6,0,2308,4,29,245.9586206896552,1,1233.8584026680585,17.8990513260783
2,68718,Yoann Touzghar,1147,1986-11-28,Attack,500000.0,1750000.0,2024-06-30,2022,1986,36,5,12,1,0,3726,1,65,388.63230769230773,0,0,0,320,0,4,0,0,1779,0,35,187.68285714285713,2,0,0,989,0,15,107.59333333333333,1,583.5032173382174,8.464629339545322
3,479019,Marokhy Ndione,1063,1999-11-04,Attack,300000.0,600000.0,2025-06-30,2022,1999,23,2,5,0,0,566,2,15,63.873333333333335,1,0,0,346,2,5,0,0,566,2,15,63.873333333333335,4,0,0,220,0,6,27.46666666666667,1,155.2568115942029,2.2522435584494853
4,22328,Fabio Quagliarella,1038,1983-01-31,Attack,1000000.0,17500000.0,2023-06-30,2022,1983,39,10,113,20,0,22053,29,308,2283.4100649350653,3,2,0,1030,0,12,4,0,3423,4,69,358.56086956521733,9,2,0,2393,4,39,252.93589743589746,1,1932.6104393794612,28.035545547987706
5,112343,Manolo Gabbiadini,1038,1991-11-26,Attack,3000000.0,18000000.0,2026-06-30,2022,1991,31,10,74,26,1,12868,18,262,1343.2114503816795,2,2,0,1026,2,11,6,0,2656,7,48,280.6833333333334,9,4,0,1630,5,28,175.3714285714286,1,1268.163444084849,18.39669975618553
6,631704,Alassana Jatta,1063,1999-01-12,Attack,400000.0,400000.0,2024-06-30,2022,1999,23,3,6,1,0,813,1,35,89.12285714285716,6,1,0,512,1,6,1,0,745,1,34,82.09117647058824,0,0,0,233,0,13,26.392307692307693,1,194.15571836092295,2.8165332105200136
7,94307,Filip Djuricic,1038,1992-01-30,Attack,2500000.0,10000000.0,2024-06-30,2022,1992,30,10,16,32,1,10914,16,195,1123.596923076923,2,5,0,1092,0,6,10,1,3141,4,50,327.582,4,5,1,2005,4,31,211.91774193548386,1,1265.255870140612,18.354520835857453
8,283528,Ignacio Pussetto,1038,1995-12-21,Attack,2500000.0,10000000.0,2023-06-30,2022,1995,27,5,15,18,0,5233,11,107,545.2406542056076,0,1,0,196,0,6,6,0,1680,4,38,178.72105263157897,3,3,0,897,1,16,97.90625,1,638.7007486427649,9.26535610345642
9,188077,Ryan Christie,989,1995-02-22,Attack,9000000.0,9000000.0,2024-06-30,2022,1995,27,10,61,29,1,17896,58,261,1853.806704980843,1,1,0,997,0,3,2,0,1995,3,32,210.484375,2,1,0,998,3,14,109.62857142857145,1,1352.4436716041782,19.61931664227231
10,140191,Ryan Fredericks,989,1992-10-10,Defender,2000000.0,7000000.0,2024-06-30,2022,1992,30,6,2,17,0,5353,5,84,546.4226190476192,0,1,0,478,0,1,2,0,1611,1,34,168.8882352941177,1,0,0,531,1,15,58.29,1,584.9336624649861,8.485380189632988
11,163744,Jack Stephens,989,1994-01-27,Defender,5000000.0,8000000.0,2023-05-31,2022,1994,28,8,5,24,2,12232,6,149,1240.5593959731546,0,1,0,182,0,0,7,0,2696,0,36,278.9388888888889,0,4,0,1724,0,21,181.7095238095238,1,1220.5404122722916,17.705852987323556
12,469781,Marcos Senesi,989,1997-05-10,Defender,17000000.0,20000000.0,2026-06-30,2022,1997,25,5,9,18,0,10370,8,124,1054.5129032258064,0,2,0,1279,0,3,9,0,6198,5,74,633.9756756756757,3,6,0,3716,5,43,383.6918604651163,1,1862.0118255915331,27.01140192744938
13,348601,Mehdi Léris,1038,1998-05-23,Midfield,2200000.0,2500000.0,2024-06-30,2022,1998,24,7,2,17,0,4433,3,89,455.68089887640446,0,5,0,959,1,0,6,0,1178,1,26,124.28076923076924,0,1,0,219,0,11,24.840909090909097,1,439.24834570859855,6.371986175830516
14,75942,Tomás Rincón,1038,1988-01-13,Midfield,800000.0,9000000.0,2023-06-30,2022,1988,34,10,11,85,1,23052,16,304,2335.9328947368426,0,7,0,2491,2,1,16,0,4559,2,66,467.65757575757584,1,9,0,2068,0,32,215.26250000000002,1,2084.8623698283145,30.244198592539423
15,171399,Nicola Murru,1038,1994-12-16,Defender,1600000.0,7000000.0,2024-06-30,2022,1994,28,10,1,35,1,12668,11,179,1283.8770949720672,0,2,0,1092,0,1,6,0,1853,0,40,192.48250000000002,1,4,0,761,0,19,81.05526315789474,1,1011.8961320724998,14.679140463331104
16,111227,Andrea Conti,1038,1994-03-02,Defender,1000000.0,18000000.0,2025-06-30,2022,1994,28,8,12,34,0,7952,10,123,807.0650406504066,2,2,0,434,0,2,5,0,1280,0,25,134.47,0,3,0,834,0,14,90.00714285714287,1,695.3875203252032,10.087686634787744
17,284595,Tommaso Augello,1038,1994-08-30,Defender,2500000.0,4000000.0,2025-06-30,2022,1994,28,5,3,5,1,9027,10,119,921.7857142857143,0,1,0,2244,5,1,2,0,5889,7,78,604.4999999999999,1,1,0,3645,2,43,377.2767441860465,1,1745.0088870431891,25.314090795272243
18,131102,Jeison Murillo,1038,1992-05-27,Defender,2500000.0,18000000.0,2023-06-30,2022,1992,30,10,6,57,2,16393,2,207,1653.5693236714978,0,2,0,639,0,2,12,1,3591,0,50,368.08200000000005,2,8,0,2674,0,33,276.9030303030304,1,1655.9773588054459,24.02254884027915
19,482145,Issah Abass,3325,1998-09-26,Attack,600000.0,1500000.0,2025-06-30,2022,1998,24,6,10,11,1,2502,3,52,263.3115384615385,1,3,0,410,1,1,4,0,529,1,18,57.988888888888894,0,1,0,119,0,8,14.137500000000001,1,232.90160256410257,3.378603030304329
20,387378,Luther Singh,3325,1997-08-05,Attack,1000000.0,3000000.0,2023-06-30,2022,1997,25,5,10,12,0,4937,8,82,512.3207317073171,1,3,0,406,0,5,7,0,1542,4,34,164.28529411764708,4,4,0,1136,4,23,122.83913043478262,1,625.5274374649118,9.074256563673792
21,364233,Sidy Sarr,3325,1996-06-05,Midfield,700000.0,2000000.0,2023-06-30,2022,1996,26,7,0,11,0,2362,3,64,245.39062500000003,0,0,0,98,0,0,0,0,230,0,4,29.15,0,0,0,132,0,2,20.0,1,186.55492788461538,2.7062718235083336
22,54716,Steven Vitória,3325,1987-01-11,Defender,100000.0,3800000.0,2023-06-30,2022,1987,35,5,14,30,1,6061,0,76,614.575,2,3,1,1260,0,7,20,1,3332,0,42,340.3833333333334,5,12,0,1608,0,21,167.80714285714285,1,985.7410714285714,14.299720286842415
23,341516,Ponck,3325,1995-01-13,Defender,400000.0,1700000.0,2023-06-30,2022,1995,27,9,4,27,1,14094,3,180,1428.68,0,2,1,424,0,0,12,1,2937,1,37,302.1378378378378,0,5,0,1343,0,19,142.0184210526316,1,1309.731844476055,18.999714600138685
24,332615,Nélson Monte,3325,1995-07-20,Defender,800000.0,2000000.0,2023-06-30,2022,1995,27,10,0,26,1,10885,2,140,1103.6750000000002,0,5,0,1279,0,0,5,1,1711,0,26,178.73076923076923,0,0,1,432,0,11,47.92727272727274,1,868.0461117586118,12.592370302923667
25,718318,Ibrahim Said,1063,2002-06-15,Attack,500000.0,500000.0,2026-06-30,2022,2002,20,3,4,7,0,2030,4,41,213.9012195121951,3,5,0,1526,3,4,7,0,1985,4,40,209.3125,1,2,0,459,1,15,50.91000000000001,1,471.90435975609756,6.845712877595797
26,589139,Sofus Berger,1063,2003-06-02,Midfield,250000.0,300000.0,2024-12-31,2022,2003,19,2,1,1,0,633,3,30,69.16000000000001,1,0,0,318,2,1,1,0,633,3,30,69.16000000000001,0,1,0,315,1,14,35.25,1,173.6226315789474,2.5186685824567934
27,202570,Jakob Bonde,1063,1993-12-29,Midfield,500000.0,500000.0,2024-06-30,2022,1993,29,3,7,9,0,3792,1,49,391.7887755102041,3,4,0,2181,1,7,9,0,3724,1,48,384.90833333333336,4,5,0,1543,0,17,164.92647058823528,1,938.2350824812684,13.610571408312111
28,358422,Daniel Anyembe,1063,1998-07-22,Defender,400000.0,700000.0,2025-06-30,2022,1998,24,7,1,3,1,5991,3,78,613.8807692307691,0,1,0,1385,0,0,1,0,1793,0,27,188.39074074074074,0,0,0,408,0,7,47.328571428571436,1,637.0009004884005,9.24069713991918
29,250464,Clint Leemans,1063,1995-09-15,Midfield,700000.0,2000000.0,2023-06-30,2022,1995,27,7,24,15,0,8848,13,129,909.1589147286822,6,3,0,1897,5,7,4,0,2440,5,46,255.60434782608695,1,1,0,543,0,15,59.42,1,897.5356087331012,13.020161708149134
30,701055,Anton Gaaei,1063,2002-11-19,Defender,500000.0,500000.0,2026-06-30,2022,2002,20,3,0,0,0,1684,3,22,178.55454545454546,0,0,0,1550,3,0,0,0,1594,3,21,169.3904761904762,0,0,0,44,0,1,8.9,1,352.337987012987,5.111215111908743
31,97503,Jeppe Grönning,1063,1991-05-24,Midfield,350000.0,400000.0,2024-06-30,2022,1991,31,6,2,19,0,7857,2,97,801.4500000000002,1,7,0,2452,1,2,11,0,3497,2,41,361.47926829268295,1,4,0,1045,1,13,113.63846153846153,1,1056.6791381710345,15.32878820488755
32,566571,Oliver Bundgaard,1063,2001-06-15,Defender,700000.0,800000.0,2026-06-30,2022,2001,21,4,3,3,0,2733,2,45,283.47333333333336,1,2,0,870,1,3,3,0,2635,2,41,273.62682926829274,2,1,0,1199,1,23,127.36304347826088,1,679.6351921426048,9.859174408396226
33,196126,Mads Lauritsen,1063,1993-04-14,Defender,400000.0,400000.0,2024-06-30,2022,1993,29,4,4,12,0,3738,1,45,383.9066666666667,2,5,0,972,0,4,9,0,2477,1,30,257.0066666666667,2,4,0,1505,1,17,160.25294117647056,1,737.7852400270455,10.702732056054057
34,203895,Nicolas Bürgy,1063,1995-08-07,Defender,600000.0,700000.0,2025-06-30,2022,1995,27,3,2,5,0,2821,0,33,292.7984848484849,2,5,0,2551,0,2,5,0,2731,0,32,283.68437500000005,0,0,0,180,0,2,27.2,1,599.1813604797981,8.692065395564345
35,210988,Christos Eleftheriadis,553,1991-09-30,Attack,250000.0,400000.0,2023-06-30,2022,1991,31,4,8,6,1,3507,2,67,365.134328358209,1,3,0,531,0,4,5,1,2733,2,53,285.10660377358494,2,2,1,1761,2,31,185.78064516129035,1,796.0722311298045,11.548276279876655
36,126413,Jerson Cabral,553,1991-01-03,Attack,250000.0,1500000.0,2023-06-30,2022,1991,31,7,8,9,0,5145,10,91,533.7038461538463,0,0,0,299,2,0,4,0,1229,2,22,130.98636363636365,0,4,0,930,0,16,100.21249999999999,1,563.656871757275,8.176726969694588
37,590914,Bandiougou Fadiga,553,2001-01-15,Attack,700000.0,1200000.0,2023-06-30,2022,2001,21,4,1,4,0,1684,1,36,177.02777777777777,0,2,0,976,0,1,2,0,1094,0,22,116.77272727272728,0,0,0,40,0,4,5.4,1,269.16821789321796,3.9047071665612103
38,69609,José Alberto Cañas,553,1987-05-27,Midfield,100000.0,5000000.0,2023-06-30,2022,1987,35,9,6,39,1,12268,0,172,1246.032558139535,1,4,0,1276,0,2,5,0,1968,0,31,205.7983870967742,1,1,0,692,0,12,76.16666666666667,1,1008.009097810167,14.622752934894068
39,216489,Fabien Antunes,553,1991-11-19,Midfield,200000.0,600000.0,2023-06-30,2022,1991,31,7,0,13,0,4409,2,70,452.7485714285715,0,4,0,853,0,0,6,0,2816,0,39,291.8205128205128,0,2,0,1173,0,15,126.32000000000002,1,790.5379581708614,11.467992970600282
40,423960,Vasilios Poghosyan,553,1998-05-04,Midfield,150000.0,150000.0,2024-06-30,2022,1998,24,2,0,1,0,237,0,8,27.312500000000007,0,0,0,96,0,0,1,0,237,0,8,27.312500000000007,0,1,0,141,0,4,17.875,1,72.54166666666669,1.0523306500472425
41,40014,Alaixys Romao,553,1984-01-18,Midfield,100000.0,4000000.0,2023-06-30,2022,1984,38,10,9,72,2,17420,8,222,1764.2968468468468,0,7,0,2123,0,0,13,0,3176,0,38,327.8078947368422,0,6,0,1053,0,13,113.8,1,1487.791844476055,21.582754171154132
42,75413,Emanuel Sakic,553,1991-01-25,Defender,300000.0,700000.0,2023-06-30,2022,1991,31,7,3,24,0,8433,3,113,856.5128318584071,0,2,0,610,0,1,6,0,2554,1,43,264.28953488372093,0,4,0,1647,1,26,172.73461538461538,1,997.5382368652067,14.470856674288472
43,623071,Konstantinos Tsirigotis,553,2001-03-10,Defender,150000.0,150000.0,2025-06-30,2022,2001,21,3,0,2,0,420,0,7,48.2,0,1,0,150,0,0,2,0,330,0,6,38.6,0,1,0,180,0,2,26.95,1,109.02142857142857,1.5815268116850145
44,129212,Georgios Valerianos,553,1992-02-13,Defender,350000.0,500000.0,2023-06-30,2022,1992,30,7,2,18,0,5225,2,65,532.8384615384615,0,6,0,1547,2,0,10,0,3138,2,36,323.81666666666666,0,4,0,1591,0,18,168.73888888888894,1,920.9997863247863,13.360546405558187
45,25732,Dmytro Chygrynskyi,553,1986-11-07,Defender,250000.0,16000000.0,2024-06-30,2022,1986,36,10,5,26,1,14816,3,172,1501.1639534883723,0,3,0,1676,0,0,8,0,3252,0,38,335.5578947368422,0,5,0,1576,0,19,166.5447368421053,1,1420.6024445804437,20.608066545167695
46,238856,Georgios Mygas,553,1994-04-07,Defender,400000.0,750000.0,2024-06-30,2022,1994,28,8,0,41,0,9632,5,124,973.6177419354839,0,9,0,2021,1,0,14,0,3301,1,39,339.0641025641026,0,5,0,1280,0,16,136.35,1,1131.897881956753,16.419954057300128
47,318426,Ivan Ignatjev,932,1999-01-06,Attack,1500000.0,7500000.0,2023-06-30,2022,1999,23,6,25,9,0,5851,11,115,611.4878260869565,4,1,0,800,2,5,2,0,1281,3,35,137.41,0,1,0,335,1,14,37.49285714285715,1,549.4822049689441,7.971101196246217
48,494237,Wilson Isidor,932,2000-08-27,Attack,5000000.0,6000000.0,2026-06-30,2022,2000,22,3,11,6,0,2451,5,37,259.67432432432435,11,6,0,2195,5,11,6,0,2410,5,36,255.54444444444445,0,0,0,215,0,7,25.271428571428572,1,538.4934392184392,7.8116919141493195
49,333802,François Kamano,932,1996-05-02,Attack,4000000.0,15000000.0,2023-06-30,2022,1996,26,9,51,35,2,15337,19,249,1582.859437751004,4,2,0,1576,1,16,10,0,3886,3,58,406.15000000000003,12,8,0,2310,2,33,245.0,1,1645.8277957985788,23.875313510192374
50,267383,Rifat Zhemaletdinov,932,1996-09-20,Attack,7000000.0,7500000.0,2024-06-30,2022,1996,26,7,21,30,0,9680,23,166,1000.9813253012048,4,3,0,817,2,12,9,0,3276,12,45,345.53,8,6,0,2459,10,33,261.25151515151515,1,1280.1717931867329,18.57089969391851
51,425756,Daniil Kulikov,932,1998-06-24,Midfield,1800000.0,3000000.0,2023-06-30,2022,1998,24,3,0,14,0,4313,3,72,443.1402777777778,0,2,0,810,0,0,7,0,2812,3,50,291.524,0,5,0,2002,3,30,209.87333333333336,1,868.7919722222223,12.603190178763057
52,255451,Anton Miranchuk,932,1995-10-17,Attack,5000000.0,16000000.0,2024-06-30,2022,1995,27,7,39,24,0,10827,28,167,1123.3832335329341,7,7,0,1450,6,7,8,0,1714,9,37,183.68243243243242,0,1,0,264,3,13,30.430769230769233,1,867.7756642755146,12.58844703800891
53,535974,Konstantin Maradishvili,932,2000-02-07,Midfield,2500000.0,3500000.0,2026-06-30,2022,2000,22,4,6,19,1,6059,8,95,621.6778947368421,2,4,1,1379,4,5,10,1,3678,7,62,380.78225806451616,3,6,0,2299,3,33,240.4666666666667,1,1122.5699102227711,16.284637197218192
54,263905,Dmitri Barinov,932,1996-09-11,Midfield,9000000.0,12500000.0,2024-06-30,2022,1996,26,8,7,65,1,12205,8,169,1237.7718934911245,1,9,1,2475,3,1,26,1,4881,4,62,499.2725806451613,0,17,0,2406,1,33,248.8909090909091,1,1616.8395729580595,23.45479387248331
55,382535,Maksim Nenakhov,932,1998-12-13,Defender,1200000.0,1800000.0,2024-06-30,2022,1998,24,4,0,26,1,5062,4,71,514.0295774647889,0,5,1,887,1,0,15,1,2593,2,41,265.87439024390244,0,10,0,1706,1,24,177.70833333333334,1,833.6180407649148,12.092937135842636
56,178335,Dmitri Zhivoglyadov,932,1994-05-29,Defender,1800000.0,2800000.0,2023-06-30,2022,1994,28,8,2,33,0,14307,18,195,1451.1869230769232,0,5,0,2228,6,0,10,0,3282,6,55,337.76727272727277,0,5,0,1054,0,24,110.94166666666668,1,1343.3288944388946,19.487092503785757
57,461701,Nair Tiknizyan,932,1999-05-12,Defender,2000000.0,2800000.0,2026-06-30,2022,1999,23,6,3,20,1,4683,7,87,477.93275862068964,1,6,1,2329,4,3,15,1,3718,5,56,380.6392857142858,2,9,0,1389,1,26,144.79230769230767,1,954.8480503566899,13.851568563283594
58,686059,Ivan Kuzmichev,932,2000-10-20,Defender,1200000.0,1200000.0,2026-06-30,2022,2000,22,2,0,5,0,3409,2,40,352.3725,0,0,0,672,0,0,5,0,3409,2,40,352.3725,0,2,0,1179,2,14,127.42142857142858,1,832.2118831168831,12.072538613726765
59,726114,Mario Mitaj,932,2003-08-06,Defender,1200000.0,1500000.0,2027-06-30,2022,2003,19,3,0,1,0,1006,2,20,107.58000000000001,0,0,0,330,0,0,1,0,708,0,16,76.57499999999999,0,1,0,378,0,7,43.650000000000006,1,212.38144736842105,3.0809259951823273
60,462329,Stanislav Magkeev,932,1999-03-27,Defender,2500000.0,2500000.0,2024-06-30,2022,1999,23,3,0,17,0,4384,0,66,447.3924242424243,0,6,0,1561,0,0,9,0,2605,0,40,268.7625,0,3,0,1044,0,21,110.72142857142858,1,737.626608083945,10.70043085091952
61,268606,Ilmari Niskanen,1519,1997-10-27,Attack,400000.0,450000.0,2024-05-31,2022,1997,25,3,1,4,0,2681,4,45,279.6577777777778,0,3,0,1450,1,1,4,0,2511,4,41,262.42439024390245,1,1,0,1061,3,16,115.33125,1,648.8567242547426,9.412684458437921
62,165345,Craig Sibbald,1519,1995-05-18,Attack,300000.0,400000.0,2024-05-31,2022,1995,27,6,7,19,0,6671,6,109,686.7701834862385,1,2,0,978,1,2,9,0,2483,2,41,259.1060975609756,1,7,0,1491,1,23,158.08260869565217,1,890.2379578913459,12.91429783698375
63,344588,Glenn Middleton,1519,2000-01-01,Attack,500000.0,550000.0,2025-05-31,2022,2000,22,5,9,6,0,4788,9,95,497.99,2,2,0,1251,2,4,3,0,2910,5,56,304.0964285714286,2,0,0,1110,2,26,118.96923076923076,1,824.22250999001,11.95664022591187
64,62170,Peter Pawlett,1519,1991-02-03,Attack,450000.0,600000.0,2023-05-31,2022,1991,31,8,16,25,1,8015,7,145,826.7275862068966,0,1,0,315,0,3,9,1,2106,1,36,220.65,3,8,1,1791,1,27,189.08333333333334,1,933.5511586948462,13.542623747478972
65,482493,Ian Harkes,1519,1995-03-30,Midfield,550000.0,700000.0,2023-05-31,2022,1995,27,4,6,9,0,6695,7,87,687.1954022988506,1,4,0,2157,2,5,9,0,4854,7,64,500.534375,4,5,0,2697,5,34,282.13235294117646,1,1376.6056906646759,19.96982462468776
66,344581,Kieran Freeman,1519,2000-03-30,Defender,350000.0,350000.0,2024-05-31,2022,2000,22,4,2,11,0,3055,4,43,314.6546511627907,1,5,0,1369,2,2,7,0,2500,3,34,259.4029411764706,1,2,0,1131,1,15,121.79000000000002,1,668.3126464370104,9.694923124547069
67,192077,Scott McMann,1519,1996-07-09,Defender,400000.0,450000.0,2024-05-31,2022,1996,26,9,1,29,0,15999,13,191,1621.4764397905758,0,5,0,1737,1,0,9,0,4242,5,53,435.75377358490573,0,4,0,2505,4,28,261.6464285714286,1,1726.1883857671519,25.04106990600822
68,136834,Aziz Behich,1519,1990-12-16,Defender,700000.0,3800000.0,2024-05-31,2022,1990,32,10,9,37,0,19008,14,226,1924.4106194690266,2,2,0,1258,3,2,11,0,6266,7,74,640.5175675675675,0,8,0,3552,3,42,366.1571428571429,1,2289.2950539430076,33.20981530980974
69,281807,Liam Smith,1519,1996-04-10,Defender,550000.0,650000.0,2023-05-31,2022,1996,26,9,4,19,0,8831,6,111,898.2058558558558,3,4,0,2824,0,3,8,0,4579,2,52,470.25576923076926,0,4,0,1755,2,20,185.475,1,1340.1346586971588,19.44075510448184
70,37428,Charlie Mulgrew,1519,1986-03-06,Defender,300000.0,3500000.0,2024-05-31,2022,1986,36,6,5,9,0,6355,5,80,649.94375,2,2,0,1402,0,3,4,0,3067,2,35,318.3128571428572,1,2,0,1665,2,19,176.91315789473686,1,979.4376519423561,14.208279300851153
71,173580,Ryan Edwards,1519,1993-10-07,Defender,375000.0,500000.0,2023-05-31,2022,1993,29,4,6,14,1,7503,3,85,764.4270588235295,0,6,0,3134,2,6,12,0,5822,3,65,595.2569230769232,6,6,0,2688,1,30,279.65999999999997,1,1554.8278795443907,22.555216999782065
72,344107,Jamie McGrath,1519,1996-09-30,Attack,600000.0,900000.0,2023-05-31,2022,1996,26,5,15,10,0,5620,8,73,582.9986301369862,2,3,0,1291,3,10,4,0,2668,6,33,282.4848484848485,8,1,0,1377,3,16,151.00625,1,866.3289916419196,12.567460782483353
73,396411,Vladyslav Bugay,18105,1997-10-27,Attack,200000.0,200000.0,2023-12-31,2022,1997,25,3,6,3,0,1816,2,35,192.43857142857146,3,1,0,981,0,6,2,0,1655,2,31,176.13870967741934,3,1,0,674,2,17,74.41470588235295,1,434.9020561127677,6.308936428480612
74,821535,Artur Remenyak,18105,2000-08-09,Attack,200000.0,300000.0,2024-06-30,2022,2000,22,3,3,2,0,1432,0,37,151.5702702702703,1,0,0,185,0,3,2,0,1269,0,34,134.83235294117645,2,2,0,1084,0,25,115.736,1,393.83784636508165,5.713235660589165
75,396563,Ross Graham,1519,2001-02-20,Defender,350000.0,350000.0,2024-05-31,2022,2001,21,3,2,6,0,2203,2,29,229.59655172413795,2,4,0,1843,2,2,5,0,2023,2,27,211.5425925925926,0,1,0,180,0,2,26.95,1,459.1335933223864,6.660452880681994
76,448783,Maksym Grysyo,18105,1996-05-14,Midfield,400000.0,400000.0,2023-06-30,2022,1996,26,6,4,26,1,4514,0,78,461.53717948717957,0,5,1,961,0,1,14,1,2732,0,39,282.00512820512813,1,9,0,1771,0,28,185.02500000000003,1,838.9166666666667,12.169802014963341
77,533318,Nazariy Muravskyi,18105,2000-02-03,Defender,300000.0,300000.0,2024-12-31,2022,2000,22,3,1,9,1,1938,0,25,201.55200000000002,0,3,1,1140,0,0,4,1,1195,0,15,127.66666666666667,0,1,0,55,0,1,10.85,1,303.19418181818185,4.398307139941675
78,663347,Marcus Hannesbo,2414,2002-05-11,Midfield,300000.0,400000.0,2023-06-30,2022,2002,20,3,2,1,0,772,1,15,84.24666666666667,0,1,0,330,1,2,1,0,763,1,14,83.55000000000001,2,0,0,433,0,6,51.41666666666667,1,218.94,3.176068087600366
79,44726,Anders Jacobsen,2414,1989-10-27,Attack,350000.0,1000000.0,2024-06-30,2022,1989,33,10,65,19,0,15382,25,218,1591.8559633027523,4,2,0,1488,3,7,3,0,2384,3,33,251.62424242424242,3,1,0,896,0,14,98.25000000000001,1,1271.765860439255,18.448958455470624
80,260838,Jonas Gemmer,2414,1996-01-31,Midfield,350000.0,350000.0,2024-06-30,2022,1996,26,8,3,9,0,3023,2,67,313.1119402985075,1,1,0,738,0,1,1,0,1030,1,24,109.94166666666668,0,0,0,292,1,6,34.91666666666667,1,356.5389829697666,5.172157147144269
81,50580,Janus Drachmann,2414,1988-05-11,Midfield,250000.0,600000.0,2024-06-30,2022,1988,34,9,2,36,0,12829,9,164,1304.27256097561,0,1,0,750,0,0,2,0,1203,1,22,127.91818181818184,0,1,0,453,1,6,53.55000000000001,1,897.6959061562543,13.022487073683987
82,369678,Moses Opondo,2414,1997-10-28,Midfield,400000.0,500000.0,2026-06-30,2022,1997,25,6,8,3,0,5286,6,79,545.4411392405063,0,1,0,1378,2,1,1,0,1990,2,28,209.40714285714287,1,0,0,612,0,10,68.47,1,655.4212839059675,9.50791369209739
83,184534,Alexander Ludwig,2414,1993-06-30,Defender,300000.0,600000.0,2023-06-30,2022,1993,29,6,6,11,1,8681,4,105,884.5176190476191,0,0,1,469,0,0,1,1,1069,0,15,114.97666666666667,0,1,0,600,0,8,68.05,1,682.8772577996716,9.906205655638919
84,312712,Malte Kiilerich,2414,1995-10-16,Defender,450000.0,450000.0,2025-06-30,2022,1995,27,5,3,7,0,6016,3,71,615.8732394366198,0,3,0,1554,0,0,3,0,2208,0,27,230.92777777777778,0,0,0,654,0,9,73.56666666666668,1,727.9875456442358,10.56060113223336
85,689634,James Gomez,2414,2001-11-14,Defender,700000.0,700000.0,2024-12-31,2022,2001,21,4,1,4,1,1989,0,26,207.9,1,3,1,1414,0,1,4,1,1725,0,21,181.56428571428572,0,1,0,311,0,5,37.57,1,413.96166666666664,6.005163236456838
86,90024,Alfred Finnbogason,369,1989-02-01,Attack,400000.0,15000000.0,2023-06-30,2022,1989,33,10,46,14,1,9673,17,172,1007.3738372093025,0,0,0,280,2,2,0,0,909,3,25,98.386,1,0,0,483,1,13,53.86538461538461,1,705.282818371551,10.231233452830585
87,283193,Rezan Corlu,369,1997-08-07,Attack,400000.0,1000000.0,2024-06-30,2022,1997,25,8,8,5,0,3004,8,53,315.51792452830193,2,2,0,858,0,2,2,0,860,0,17,93.25882352941177,0,0,0,2,0,1,0.5,1,298.3071975582686,4.32741376845855
88,400549,Magnus Kaastrup,369,2000-12-28,Attack,400000.0,450000.0,2023-06-30,2022,2000,22,5,3,3,0,1612,6,38,171.49210526315792,0,2,0,927,1,2,2,0,1232,2,26,131.53846153846155,2,0,0,305,1,8,35.9625,1,319.1298813029077,4.629479454671864
89,107266,Marcel Römer,369,1991-08-08,Midfield,300000.0,600000.0,2024-06-30,2022,1991,31,9,9,45,0,13109,16,169,1334.156804733728,0,4,0,1356,1,0,7,0,2062,1,26,215.93076923076924,0,3,0,706,0,8,79.775,1,1070.8947175033404,15.535007478953908
90,627936,Casper Winther,369,2003-02-11,Midfield,400000.0,400000.0,2025-06-30,2022,2003,19,3,0,5,0,1019,0,20,108.245,0,5,0,947,0,0,5,0,976,0,19,103.88684210526317,0,0,0,29,0,2,4.550000000000001,1,214.58171052631582,3.112844263201476
91,553328,Tochi Chukwuani,369,2003-03-24,Midfield,300000.0,600000.0,2024-06-30,2022,2003,19,4,1,7,0,885,0,30,93.55,0,3,0,414,0,1,4,0,689,0,18,74.07777777777778,1,1,0,275,0,8,31.7375,1,189.73442982456143,2.7523954859086537
92,56354,Andreas Bjelland,369,1988-07-11,Defender,200000.0,3500000.0,2023-06-30,2022,1988,34,7,3,18,0,7536,4,97,767.1190721649484,0,3,0,378,0,0,4,0,468,0,7,53.1857142857143,0,1,0,90,0,1,17.85,1,481.29104868751625,6.981881522719166
